speech_giver,term1,term2,term3,term4,term5,term6,term7,term8,term9,term10,term11,term12,term13,term14,term15,term16,term17,term18,term19,term20,term21,term22,term23,term24,term25,term26,term27
Kudret Bölükoğlu,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,,,
Kutbettin Arzu,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,
Kâmil Ateşoğulları,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,,
Kâmil Efendi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Kâmil Erdal Sipahi,,,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,,
Kâmil Gündeş,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Kâmil Kotan,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Kâmil Miras,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,
Kâmil Sürenkök,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
Kâmil Tayşi,,,,,,,,,Demokrat Parti,,Demokrat Parti,,,,,,,,,,,,,,,,
Kâmil Tuğrul Coşkunoğlu,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,
Kâmil Özsarıyıldız,,,,,,,,,,,,,Adalet Partisi,,Adalet Partisi,,,,,,,,,,,,
Kâmil İnal,,,,,,,,,,,,Cumhuriyetçi Köylü Millet Partisi,,,,,,,,,,,,,,,
Kâmil Şahinoğlu,,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,
Kâmran Evliyaoğlu,,,,,,,,,,,,Adalet Partisi,Adalet Partisi,Adalet Partisi,,,,,,,,,,,,,
Kâmran Karaman,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,,,
Kâmran İnan,,,,,,,,,,,,,,,,,Milliyetçi Demokrasi Partisi,Milliyetçi Demokrasi Partisi,Milliyetçi Demokrasi Partisi,Milliyetçi Demokrasi Partisi,Milliyetçi Demokrasi Partisi,,,,,,
Kâmuran Ural,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Kâzim Ataoğlu,,,,,,,,,,,,,,,,,,,,Refah Partisi,,,Refah Partisi,,,,
Kâzım Arslan,,,,,,,,,,,,,,,,,,,,Refah Partisi,,,,,,,
Kâzım Aydar,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Kâzım Bozdoğan,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
Kâzım Hüsnü Nakıpoğlu,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,
Kâzım Karabekir,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Kâzım Meriç,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,
Kâzım Oksay,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,,,
Kâzım Oral,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,
Kâzım Ulusoy,,,,,,,,,,,,,Millet Partisi,Millet Partisi,,,,Millet Partisi,,,,,,,,,
Kâzım Uysal,,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,
Kâzım Çağlayan,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,,,
Kâzım Özalp,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,
Kâzım Özev,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,,
Kâzım İnanç,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,
Kâzım İpek,,,,,,,,,,,,,,,,,Halkçı Parti,,,,,,,,,,
Köksal TOPTANxx,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,,,,,,,,,
Köksal Toptan,,,,,,,,,,,,,,,,Adalet Partisi,Adalet Partisi,,Adalet Partisi,Adalet Partisi,,Adalet Partisi,Adalet Partisi,Adalet Partisi,,,
Köktaş,,,,,,,,,,,,,,,Millî Selamet Partisi,Millî Selamet Partisi,,,,,,,,,,,
Kürşad Tüzmen,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,
Kürşat Atılgan,,,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,,
Kürşat Eser,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,,,,
Kılıç Mehmet Sorgucu,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Kıvılcım Kemal Anadol,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,Cumhuriyet Halk Partisi,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,
Kıznaz Türkeli Türidi,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,,
Lale Aytaman,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,
Lale Karabıyık,,,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi
Latif Sakıcı,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,Doğru Yol Partisi,,,,,,,,
Latif Öztek,,,,,,,,,,,,,,,,,,,,Refah Partisi,Refah Partisi,,,,,,
Latife Bekir Çeyrekbaşı,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Ledin Barlas,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,,,
Levent Gök,,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi
Levent Mıstıkoğlu,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,
Leyla Birlik,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,Halkların Demokratik Partisi,
Leyla Güven,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,,Halkların Demokratik Partisi
Leyla Yeniay Köseoğlu,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,Anavatan Partisi,,,,,,,,
Leyla Zana,,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,Sosyaldemokrat Halkçı Parti,Sosyaldemokrat Halkçı Parti,Sosyaldemokrat Halkçı Parti,
Leyla Şahin Usta,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Lezgin Botan,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,Halkların Demokratik Partisi,
Lezgin Önal,,,,,,,,,,,,,,,,,Halkçı Parti,,,,,,,,,,
Lokman Ayva,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,
Lokman Başaran,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Lutfi Ceylan,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,,,,
Lutfi Elvan,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,
Lutfullah Kayalar,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,
Lâtif Aküzüm,,,,,,,,,Cumhuriyet Halk Partisi,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,
Lûtfi Yavuz,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Lütfi Akdoğan,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,,
Lütfi Aksoy,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Lütfi Doğan,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,
Lütfi Elvan,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Lütfi Evliyaoğlu,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,
Lütfi Kaşıkçı,,,,,,,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi
Lütfi Yalman,,,,,,,,,,,,,,,,,,,,Refah Partisi,Refah Partisi,,,,,,
Lütfi Yavuz,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Lütfi Çırakoğlu,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,
Lütfi Şahin,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Lütfiye Selva Çam,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Lütfiye İlksen Ceritoğlu Kurt,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,
Lütfullah Evliyaoğlu,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Lütfullah Kayalar,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,Anavatan Partisi,,Anavatan Partisi,,,,,,
Lütfü Esengün,,,,,,,,,,,,,,,,,,,Refah Partisi,Refah Partisi,Refah Partisi,,,,,,
Lütfü Tokoğlu,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Lütfü Türkkan,,,,,,,,,,,,,,,,,,,,,,,,Milliyetçi Hareket Partisi,,,Milliyetçi Hareket Partisi
M. Bahattin Tamer,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
M. Emin Sever,,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,
M. Faik Öztırak,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
M. Fuat Uluç,,,,,,,,,,,,,Cumhuriyetçi Köylü Millet Partisi,,,,,,,,,,,,,,
M. Nuri Yaman,,,,,,,,,,,,,,,,,,,,,,,Bağımsız,,,,
M. Yaşar Alhas,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
M. İhsan Arslan,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,
Macit Piruzbeyoğlu,,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,
Mahbub Erdoğru,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,
Mahfuz Güler,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,,
Mahir Polat,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi
Mahir Türkay,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Mahir Ünal,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Mahmud Ferid Hamal,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Mahmud Nedim Zabcı,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Mahmut Akkılıç,,,,,,,,,,,,,,,,,Halkçı Parti,,,,,,,,,,
Mahmut Alicanoğlu,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Mahmut Alinak,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,Sosyaldemokrat Halkçı Parti,,,,,,,,
Mahmut Allıoğlu,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Mahmut Altunakar,,,,,,,,,,,,,,,,,Milliyetçi Demokrasi Partisi,,,,,,,,,,
Mahmut Atilla Kaya,,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Mahmut Bozdoğan,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,
Mahmut Bozkurt,,,,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,
Mahmut Cavit Yurtman,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,
Mahmut Celadet Gaydalı,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,Halkların Demokratik Partisi,Halkların Demokratik Partisi
Mahmut Celal Öncel,,,,,,,,,Demokrat Parti,Demokrat Parti,,Demokrat Parti,,,,,,,,,,,,,,,
Mahmut Celaleddin Otman,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Mahmut Celalettin Mengilibörü,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,
Mahmut Celâl Bayar,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
Mahmut Dede,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,
Mahmut Deniz,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Mahmut Durdu,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,
Mahmut Duyan,,,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,,Doğru Yol Partisi,,,,,
Mahmut Ekrem Amaç,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Ekrem Anıt,,,,,,,,,,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Enver Batumlu,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,
Mahmut Erbil,,,,,,,,,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,,
Mahmut Erdir,,,,,,,,,,,,,,,,,,,,Demokratik Sol Parti,Demokratik Sol Parti,,,,,,
Mahmut Esat Bozkurt,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Mahmut Esat Güven,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,
Mahmut Eşref Dizdar,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Faik Güçbilmez,,,,,,,,,Demokrat Parti,,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Faik Soylu,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,
Mahmut Goloğlu,,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Göksu,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,,
Mahmut Hendek,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Işık,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,
Mahmut Kaplan,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,,
Mahmut Karabulut,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,,,,,,,,,
Mahmut Karaküçük,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,
Mahmut Kaçar,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,Adalet ve Kalkınma Partisi,
Mahmut Kepolu,,,,,,,,,,,,,,,Adalet Partisi,Adalet Partisi,,Adalet Partisi,,,,,,,,,
Mahmut Keçeli,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,,
Mahmut Kibaroğlu,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Mahmut Koçak,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,,
Mahmut Kılınç,,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,,,,,,,,
Mahmut Muammer Yarımbıyık,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Murat Şerefli,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Muzaffer Akalın,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Mücahit Fındıklı,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,
Mahmut Naci Kurt,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,
Mahmut Nedim Bilgiç,,,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,Doğru Yol Partisi,,,,,,
Mahmut Nedim Bozatık,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,
Mahmut Nedim Gündüzalp,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Nedim Müren,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Mahmut Nedim Zabcı,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Nüvit Yetkin,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,
Mahmut Odabaşı,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Oltan Sungurlu,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,Anavatan Partisi,Anavatan Partisi,,,,,,,
Mahmut Orhon,,,,,,,,,,,,,,,,,Anavatan Partisi,Anavatan Partisi,Anavatan Partisi,,,,,,,,
Mahmut Poyrazlı,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,
Mahmut Pınar,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Rasim Mutuk,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Rıza Bertan,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,,,
Mahmut Sadi Irmak,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Saffet Gürol,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,,,
Mahmut Sait Yetgin,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Sami Mallı,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,
Mahmut Soydan,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,
Mahmut Sönmez,,,,,,,,,,,,,,,,,Anavatan Partisi,,,Anavatan Partisi,,,,,,,
Mahmut Sığnak,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahmut Tan,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mahmut Tanal,,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi
Mahmut Tevfik Ataman,,,,,,,,,,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Toğrul,,,,,,,,,,,,,,,,,,,,,,,,,Halkların Demokratik Partisi,Halkların Demokratik Partisi,Halkların Demokratik Partisi
Mahmut Türkmenoğlu,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,
Mahmut Uyanık,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,Cumhuriyet Halk Partisi,,,,,,,,
Mahmut Uygur,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,,,
Mahmut Uğur Çetin,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,,,,
Mahmut Vural,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,
Mahmut Yüksel,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Yılbaş,,,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,,,,,,,
Mahmut Yıldız,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,
Mahmut Çetin,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,
Mahmut Ökmen,,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Mahmut Özdemir,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Mahmut Öztürk,,,,,,,,,,,,,,,,,,Doğru Yol Partisi,Doğru Yol Partisi,,,,,,,,
Mahmut Şevket Doğan,,,,,,,,,,,,,,Adalet Partisi,,Adalet Partisi,,,,,,,,,,,
Mahmut Şinasi Çolakoğlu,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,
Makbule Diplan,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Makbule Çağlayan Ege,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,
Malik Ecder Özdemir,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,
Malik Orhan Yolaç,,,,,,,,,,,,Bağımsız,,,,,,,,,,,,,,,
Malik Yılman,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,
Maliki Ejder Arvas,,,,,,,,,,,,,,,,,,,,Refah Partisi,Refah Partisi,Refah Partisi,,,,,
Mansur Bozdoğan,,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,
Markar Esayan,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
Masum Türker,,,,,,,,,,,,,,,,,,,,,Demokratik Sol Parti,,,,,,
Mazhar Arıkan,,,,,,,,,,,,Adalet Partisi,Adalet Partisi,Adalet Partisi,,,,,,,,,,,,,
Mazhar Bağlı,,,,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,,
Mazhar Germen,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mazhar Şener,,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Mazlum Hüseyin Bababalım,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazlum Kayalar,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Mazlum Nurlu,,,,,,,,,,,,,,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,
Mecit Bumin,,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,
Medeni Yılmaz,,,,,,,,,,,,,,,,,,,,,,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi,,,,
Mehdi Keskin,,,,,,,,,,,,,,,Adalet Partisi,,,,,,,,,,,,
Mehdin İşık,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,,,
Mehmed Cemal Tekin,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,
Mehmed Edip Dinç,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmed Necip Güven,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmed Zeki Sporel,,,,,,,,Demokrat Parti,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,,
Mehmet Abdullah Aytemiz,,,,,,,,,Demokrat Parti,Demokrat Parti,,,,,,,,,,,,,,,,,
Mehmet Abdurrezak Ceylan,,,,,,,,,,,,,,,,,Milliyetçi Demokrasi Partisi,Milliyetçi Demokrasi Partisi,,,,,,,,,
Mehmet Abidin Ege,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mehmet Abidin Çakır,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,
Mehmet Adil Toközlü,,,,,,,,Cumhuriyet Halk Partisi,,,,,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,
Mehmet Adil Yaşa,,,,,,,,,,,,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi,,,,,,,,,,,,,
Mehmet Adnan Ekmen,,,,,,,,,,,,,,,,,,Sosyaldemokrat Halkçı Parti,Sosyaldemokrat Halkçı Parti,,,,,,,,
Mehmet Ahmet Baştımar,Cumhuriyet Halk Partisi,,,,,,,,,,,,,,,,,,,,,,,,,,
Mehmet Ak,,,,,,,,,,,Demokrat Parti,,,,,,,,,,,,,,,,
Mehmet Akarca,,,,,,,,,,,,,,,,,,Anavatan Partisi,,,,,,,,,
